time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.79,-0.45,-0.64,-0.74,-3.08,-0.50,0.32,2.65,899
1,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.43,-0.64,-0.74,-3.08,-0.48,0.43,0.52,899
2,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.44,-0.63,-0.74,-3.02,-0.24,0.28,2.66,899
3,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.88,-0.44,-0.64,-0.74,-3.15,-0.38,0.58,3.10,899
4,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.79,-0.48,-0.62,-0.74,-3.08,-0.27,0.47,7.61,899
5,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.88,-0.41,-0.65,-0.73,-3.01,-0.06,0.08,7.77,899
6,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.88,-0.39,-0.66,-0.76,-2.92,-0.52,0.86,11.85,899
7,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.84,-0.49,-0.60,-0.72,-3.24,-0.47,0.48,12.99,899
8,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.84,-0.41,-0.64,-0.78,-3.30,-0.44,1.05,10.43,899
9,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.47,-0.64,-0.73,-2.95,-0.95,1.03,14.48,899
10,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.84,-0.37,-0.64,-0.74,-2.75,-0.66,0.51,8.65,899
11,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.84,-0.45,-0.65,-0.72,-3.27,-0.64,0.09,16.29,899
12,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.39,-0.61,-0.73,-3.23,-0.33,0.01,14.39,899
13,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.42,-0.65,-0.73,-2.82,-1.21,0.16,16.66,899
14,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.93,-0.43,-0.63,-0.74,-2.98,-0.30,0.50,4.62,899
15,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.84,-0.44,-0.64,-0.74,-3.05,-0.43,0.47,3.21,899
16,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.84,-0.44,-0.63,-0.75,-3.13,-0.62,0.35,2.29,899
17,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.88,-0.45,-0.64,-0.73,-3.16,-0.42,0.44,2.62,899
18,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.84,-0.44,-0.64,-0.74,-3.04,-0.49,0.42,2.24,899
19,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.84,-0.43,-0.64,-0.73,-3.36,-0.53,0.42,2.99,899
20,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.88,-0.42,-0.62,-0.76,-3.02,-0.26,0.38,7.25,899
21,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.93,-0.41,-0.62,-0.74,-3.42,-0.35,0.18,7.66,899
22,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.44,-0.64,-0.73,-3.08,-0.59,0.95,6.68,899
23,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.98,-0.41,-0.62,-0.76,-3.19,-0.53,0.25,6.09,899
24,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.88,-0.46,-0.62,-0.75,-3.10,-0.89,0.92,1.18,899
25,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.88,-0.45,-0.64,-0.75,-3.36,-0.49,0.27,5.98,899
26,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.84,-0.47,-0.64,-0.74,-3.32,-0.93,0.94,6.55,899
27,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.98,-0.39,-0.64,-0.74,-3.31,-0.32,0.51,7.40,899
28,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.84,-0.41,-0.62,-0.76,-3.17,-0.21,0.29,7.31,899
29,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.79,-0.40,-0.68,-0.71,-3.16,-0.41,0.21,6.44,899
30,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.42,-0.61,-0.75,-3.27,-0.42,0.40,5.47,899
31,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.47,-0.65,-0.75,-3.25,-0.61,0.84,9.73,899
32,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.84,-0.40,-0.66,-0.73,-3.07,-0.30,-1.90,8.76,899
33,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.98,-0.47,-0.62,-0.75,-3.27,-0.64,0.67,8.93,899
34,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.88,-0.42,-0.64,-0.73,-3.11,-0.11,0.28,9.02,899
35,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.84,-0.47,-0.64,-0.75,-2.66,-0.31,0.69,11.73,899
36,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.41,-0.61,-0.74,-3.15,-0.43,-0.14,10.79,899
37,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.44,-0.63,-0.73,-2.87,-0.28,0.38,9.38,899
38,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.39,-0.66,-0.73,-3.07,-0.85,0.89,10.67,899
39,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.84,-0.45,-0.68,-0.72,-3.01,-0.28,0.92,9.68,899
40,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.98,-0.42,-0.64,-0.74,-3.12,-0.49,0.35,6.51,899
41,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.84,-0.43,-0.63,-0.74,-3.23,-0.47,0.49,3.76,899
42,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.88,-0.42,-0.63,-0.74,-3.26,-0.44,0.48,2.81,899
43,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.43,-0.65,-0.74,-3.15,-0.65,0.47,3.26,899
44,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.88,-0.42,-0.65,-0.75,-2.95,-0.56,0.97,6.19,899
45,2,1,1,0,0,0,0,0,0,0,0,30.61,26.71,18.93,-0.42,-0.63,-0.73,-3.46,-0.57,1.85,8.61,899
46,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.93,-0.47,-0.63,-0.77,-3.05,-0.21,0.65,6.48,899
47,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.88,-0.43,-0.66,-0.74,-2.96,-0.65,0.29,5.59,899
48,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.84,-0.47,-0.62,-0.75,-3.28,-0.58,0.54,12.21,899
49,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.88,-0.46,-0.64,-0.74,-2.92,-0.53,0.51,6.64,899
50,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.84,-0.44,-0.63,-0.77,-2.97,-0.52,0.44,5.70,899
51,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.93,-0.47,-0.63,-0.75,-3.19,-0.31,0.58,5.68,899
52,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.88,-0.45,-0.65,-0.75,-2.95,-0.25,0.95,5.26,899
53,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.88,-0.44,-0.64,-0.73,-2.97,-0.31,0.61,5.98,899
54,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.93,-0.42,-0.63,-0.74,-3.09,-0.25,0.19,7.46,899
55,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.84,-0.49,-0.64,-0.74,-3.11,-0.31,0.59,0.56,899
56,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.88,-0.44,-0.64,-0.74,-3.24,-0.63,0.38,9.03,899
57,2,1,1,0,0,0,0,0,0,0,0,30.61,27.39,18.84,-0.45,-0.65,-0.74,-3.05,-0.08,0.48,4.41,899
