time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.12,-0.40,-0.81,-0.51,-3.21,-0.40,0.38,0.36,34
1,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.12,-0.40,-0.81,-0.51,-3.16,-0.45,0.41,0.69,34
2,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.12,-0.42,-0.82,-0.51,-3.41,-0.81,-0.54,4.94,34
3,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.12,-0.41,-0.81,-0.51,-3.07,-0.20,0.42,7.04,34
4,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.02,-0.40,-0.82,-0.51,-3.07,-0.25,0.37,2.67,34
5,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.02,-0.40,-0.80,-0.53,-3.18,1.92,0.08,9.05,34
6,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.07,-0.41,-0.77,-0.54,-3.12,-0.45,0.87,22.07,34
7,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.02,-0.34,-0.85,-0.51,-3.02,-0.97,0.65,21.24,34
8,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.12,-0.42,-0.82,-0.49,-3.14,-0.09,0.65,11.67,34
9,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.02,-0.41,-0.80,-0.47,-3.23,1.53,0.95,21.18,34
10,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.02,-0.36,-0.84,-0.50,-3.05,-1.21,1.82,20.70,34
11,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.02,-0.39,-0.84,-0.52,-2.84,-0.53,0.59,17.50,34
12,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.07,-0.40,-0.77,-0.50,-3.05,-1.84,0.57,15.96,34
13,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.17,-0.40,-0.80,-0.50,-3.38,0.15,0.38,11.90,34
14,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.07,-0.34,-0.81,-0.52,-2.84,-0.85,0.77,12.19,34
15,3,1,1,0,0,0,0,1,0,0,0,30.61,24.01,15.07,-0.39,-0.82,-0.51,-3.18,-0.39,0.53,5.47,34
