time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.79,-0.36,0.60,-0.79,-3.03,-0.19,0.85,3.58,6835
1,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.84,-0.48,0.59,-0.80,-2.67,0.21,0.85,4.08,6835
2,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.88,-0.39,0.60,-0.82,-3.13,-0.96,0.31,4.89,6835
3,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.79,-0.34,0.59,-0.78,-3.11,-0.42,0.64,0.99,6835
4,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.98,-0.38,0.58,-0.74,-3.22,-0.66,0.05,17.25,6835
5,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.84,-0.37,0.60,-0.79,-3.02,-0.34,0.14,10.47,6835
6,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.84,-0.36,0.60,-0.81,-3.23,-0.59,0.27,11.32,6835
7,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.88,-0.30,0.61,-0.81,-3.17,-0.31,0.40,6.46,6835
8,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.88,-0.34,0.59,-0.76,-3.11,-0.44,0.29,6.84,6835
9,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.79,-0.38,0.60,-0.77,-2.78,-0.56,0.37,11.22,6835
10,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.79,-0.37,0.59,-0.82,-3.00,-0.65,0.23,11.12,6835
11,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.88,-0.32,0.60,-0.80,-3.14,-0.38,0.41,9.77,6835
12,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.84,-0.36,0.60,-0.80,-2.92,-0.05,0.44,6.64,6835
13,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.79,-0.36,0.60,-0.80,-3.05,-0.31,0.59,2.95,6835
14,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.88,-0.36,0.60,-0.79,-3.09,-0.13,0.40,2.61,6835
15,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.79,-0.36,0.60,-0.79,-3.05,-0.16,0.57,2.28,6835
16,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.69,-0.36,0.61,-0.80,-3.15,-0.34,0.68,2.02,6835
17,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.79,-0.37,0.60,-0.80,-3.10,-0.23,0.44,2.89,6835
18,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.93,-0.38,0.61,-0.86,-3.02,-0.79,0.21,3.75,6835
19,19,1,1,0,0,0,0,0,0,0,0,33.05,21.31,14.93,-0.35,0.59,-0.78,-3.18,-0.02,0.33,7.52,6835
