time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.60,-0.43,-0.66,-0.74,-3.43,-0.44,0.48,0.63,7712
1,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.46,-0.43,-0.67,-0.72,-3.41,-0.50,0.58,2.18,7712
2,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.46,-0.66,-0.72,-2.95,-0.82,0.59,3.21,7712
3,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.43,-0.66,-0.73,-3.08,-0.47,0.46,4.04,7712
4,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.39,-0.67,-0.75,-3.27,-0.18,-0.27,3.88,7712
5,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.51,-0.43,-0.65,-0.72,-3.19,-1.20,0.44,16.31,7712
6,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.60,-0.41,-0.70,-0.72,-3.18,-0.49,0.45,10.16,7712
7,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.39,-0.68,-0.73,-3.10,-0.82,0.28,8.56,7712
8,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.35,-0.67,-0.73,-3.06,-0.66,0.52,7.97,7712
9,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.43,-0.67,-0.75,-2.98,-0.54,0.71,10.58,7712
10,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.51,-0.43,-0.63,-0.75,-3.40,-0.16,-0.35,8.36,7712
11,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.43,-0.65,-0.69,-3.13,-0.43,0.55,8.11,7712
12,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.43,-0.65,-0.72,-2.77,-1.95,0.18,11.25,7712
13,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.60,-0.46,-0.64,-0.75,-3.05,-1.79,0.70,13.35,7712
14,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.51,-0.42,-0.65,-0.72,-3.16,-0.50,0.51,9.12,7712
15,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.51,-0.43,-0.66,-0.73,-3.36,-0.46,0.55,2.65,7712
16,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.46,-0.43,-0.67,-0.72,-3.24,-0.37,0.59,3.00,7712
17,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.51,-0.43,-0.65,-0.73,-3.40,-0.44,0.37,2.04,7712
18,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.60,-0.43,-0.66,-0.73,-2.95,-0.36,0.48,2.96,7712
19,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.43,-0.66,-0.73,-3.09,-0.38,0.48,0.17,7712
20,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.46,-0.64,-0.71,-3.34,-0.48,0.27,4.24,7712
21,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.46,-0.44,-0.64,-0.71,-3.32,-0.22,0.61,6.96,7712
22,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.60,-0.45,-0.62,-0.74,-3.30,-0.62,0.53,4.82,7712
23,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.46,-0.39,-0.64,-0.73,-3.36,-0.26,0.41,7.72,7712
24,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.51,-0.44,-0.66,-0.73,-3.08,1.94,0.17,9.49,7712
25,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.51,-0.41,-0.67,-0.73,-3.11,-0.60,0.44,14.14,7713
26,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.35,-0.64,-0.73,-3.11,-0.55,-1.94,10.34,7713
27,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.55,-0.45,-0.68,-0.73,-3.02,-0.02,1.01,10.95,7713
28,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.46,-0.44,-0.66,-0.71,-3.51,-0.20,0.45,10.19,7713
29,2,1,1,0,0,0,0,0,0,0,0,37.94,26.04,18.46,-0.42,-0.68,-0.75,-3.15,-0.30,0.74,9.52,7713
