time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.44,-0.13,0.31,-1.22,5.26,-5.42,7.04,0.77,20
1,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.44,-0.14,0.32,-1.21,5.51,-5.33,7.17,1.53,20
2,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.44,-0.13,0.32,-1.21,5.27,-5.44,7.14,2.96,20
3,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.44,-0.13,0.32,-1.24,5.47,-5.22,6.93,3.49,20
4,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.44,-0.17,0.31,-1.20,5.38,-5.28,7.15,3.40,20
5,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.34,-0.10,0.33,-1.23,5.43,-5.48,7.27,3.38,20
6,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.44,-0.10,0.32,-1.24,5.40,-5.30,6.97,3.66,20
7,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.53,-0.10,0.33,-1.23,5.20,-5.38,6.95,4.30,20
8,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.53,-0.12,0.31,-1.21,5.50,-5.49,6.84,3.48,20
9,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.44,-0.15,0.31,-1.23,5.29,-5.24,6.89,4.08,20
10,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.53,-0.20,0.29,-1.23,5.18,-5.40,6.95,3.28,20
11,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.44,-0.16,0.29,-1.23,5.24,-5.27,6.96,4.00,20
12,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.44,-0.13,0.32,-1.22,5.35,-5.48,7.11,3.79,20
13,20,1,1,0,0,0,0,0,0,0,0,35.01,24.01,16.44,-0.13,0.31,-1.21,5.31,-5.12,6.97,3.26,20
