time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.62,-0.37,-0.90,-0.31,-3.31,-0.47,0.39,0.13,2033
1,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.77,-0.36,-0.90,-0.33,-3.21,-0.58,0.37,1.75,2033
2,3,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.67,-0.38,-0.89,-0.31,-2.92,-0.76,0.35,2.71,2033
3,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.67,-0.37,-0.93,-0.29,-3.06,-0.34,0.44,5.81,2033
4,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.62,-0.35,-0.90,-0.27,-3.55,-0.60,0.54,7.12,2033
5,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.67,-0.35,-0.86,-0.31,-3.06,-0.66,0.27,11.06,2033
6,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.77,-0.37,-0.92,-0.34,-2.98,-0.22,1.86,13.11,2033
7,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.77,-0.37,-0.87,-0.30,-3.21,-0.27,0.69,7.15,2033
8,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.35,-0.91,-0.32,-3.10,-0.69,0.51,8.32,2033
9,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.62,-0.36,-0.92,-0.32,-3.07,-0.62,1.91,13.18,2033
10,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.35,-0.92,-0.35,-3.30,-0.17,-0.05,13.69,2033
11,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.67,-0.37,-0.88,-0.29,-3.26,-0.44,0.75,9.84,2033
12,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.77,-0.36,-0.90,-0.30,-3.11,-0.39,0.63,4.16,2033
13,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.67,-0.37,-0.90,-0.31,-3.17,-0.46,0.49,3.24,2033
14,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.36,-0.90,-0.32,-3.05,-0.34,0.34,1.98,2033
15,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.67,-0.37,-0.90,-0.30,-3.03,-0.60,0.27,1.88,2033
16,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.77,-0.37,-0.92,-0.31,-3.15,-0.58,0.33,1.69,2033
17,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.77,-0.36,-0.91,-0.32,-3.18,-0.45,0.27,2.46,2033
18,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.36,-0.91,-0.31,-3.06,-0.47,0.70,3.26,2033
19,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.86,-0.38,-0.85,-0.32,-3.28,-0.64,0.21,9.98,2033
20,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.33,-0.93,-0.31,-3.13,-0.61,0.38,7.61,2033
21,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.58,-0.38,-0.92,-0.31,-3.11,-0.69,0.64,8.78,2033
22,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.67,-0.35,-0.96,-0.31,-3.24,-0.50,0.07,6.09,2033
23,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.36,-0.86,-0.33,-3.45,-0.56,0.75,12.52,2033
24,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.62,-0.38,-0.96,-0.31,-2.96,-0.30,0.50,12.96,2033
25,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.36,-0.90,-0.31,-3.21,-0.53,0.44,5.50,2033
26,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.67,-0.35,-0.94,-0.31,-3.07,-0.37,0.18,6.11,2033
27,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.38,-0.88,-0.31,-3.05,-0.62,0.93,6.00,2033
28,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.35,-0.94,-0.31,-2.92,-0.29,0.53,6.53,2033
29,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.62,-0.38,-0.89,-0.32,-3.41,-0.66,0.11,1.36,2033
30,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.62,-0.35,-0.90,-0.33,-3.05,-0.67,0.18,6.50,2033
31,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.38,-0.90,-0.29,-3.18,-0.46,0.30,6.19,2033
32,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.35,-0.91,-0.32,-3.08,-0.49,0.48,8.34,2033
33,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.77,-0.38,-0.88,-0.31,-3.33,-0.66,0.15,11.65,2033
34,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.37,-0.91,-0.30,-2.94,-0.41,0.13,7.17,2033
35,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.41,-0.89,-0.29,-3.19,-0.38,0.67,5.98,2033
36,3,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.36,-0.92,-0.31,-3.02,-0.68,0.34,7.73,2033
37,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.77,-0.37,-0.90,-0.31,-3.40,-0.54,0.31,3.70,2033
38,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.72,-0.37,-0.90,-0.31,-3.19,-0.60,0.29,2.34,2033
39,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.77,-0.36,-0.90,-0.30,-3.24,-0.48,0.33,1.95,2033
40,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.67,-0.38,-0.94,-0.33,-3.22,-0.40,0.54,4.46,2033
41,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.62,-0.38,-0.91,-0.30,-3.22,-0.57,0.49,8.86,2033
42,4,1,0,0,1,0,0,0,0,0,0,38.91,24.01,16.81,-0.36,-0.92,-0.31,-3.11,-0.31,0.34,6.72,2033
