time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.13,0.29,-1.21,5.45,-5.44,6.99,1.29,1509
1,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.12,0.29,-1.21,5.38,-5.34,7.08,3.04,1509
2,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.13,0.30,-1.20,5.37,-5.44,6.98,3.19,1509
3,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.13,0.30,-1.21,5.56,-5.37,6.85,2.62,1509
4,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.12,0.30,-1.18,5.13,-5.21,6.82,3.36,1509
5,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.17,0.29,-1.19,5.47,-5.40,7.08,4.75,1509
6,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.09,0.29,-1.17,5.19,-5.30,7.04,4.07,1509
7,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.07,0.32,-1.18,5.25,-5.54,7.17,5.16,1509
8,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.12,0.29,-1.22,5.25,-5.25,7.21,3.51,1509
9,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.08,0.35,-1.18,5.65,-5.37,7.16,5.32,1509
10,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.16,0.31,-1.24,5.34,-5.40,7.02,3.98,1509
11,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.15,0.33,-1.22,5.43,-5.45,6.95,2.75,1509
12,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.51,-0.11,0.28,-1.21,5.47,-5.49,7.02,0.24,1509
13,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.10,0.29,-1.20,5.63,-5.33,6.97,3.53,1509
14,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.14,0.29,-1.20,5.37,-5.47,6.96,3.59,1509
15,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.12,0.30,-1.20,5.11,-5.43,7.06,3.83,1509
16,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.13,0.30,-1.20,5.12,-5.53,6.87,2.79,1509
17,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.13,0.30,-1.20,5.34,-5.43,7.31,3.51,1509
18,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.13,0.30,-1.21,5.56,-5.35,7.19,3.98,1509
19,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.13,0.29,-1.20,5.13,-5.44,7.05,2.58,1509
20,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.14,0.27,-1.24,5.08,-5.22,7.05,3.60,1509
21,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.07,0.32,-1.15,5.40,-5.39,7.19,3.02,1509
22,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.13,0.28,-1.21,5.45,-5.46,7.03,3.24,1509
23,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.14,0.29,-1.20,5.37,-5.27,6.86,3.60,1509
24,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.13,0.28,-1.20,5.56,-5.27,7.29,4.24,1509
25,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.51,-0.12,0.28,-1.21,5.15,-5.35,6.87,3.51,1509
26,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.17,0.27,-1.23,5.37,-5.38,7.27,4.66,1509
27,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.11,0.31,-1.18,5.04,-5.43,6.89,3.46,1509
28,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.14,0.29,-1.20,5.37,-5.43,7.15,4.73,1509
29,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.18,0.26,-1.22,5.40,-5.32,6.95,3.46,1509
30,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.11,0.27,-1.22,5.17,-5.34,7.18,4.39,1509
31,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.17,0.33,-1.18,5.02,-5.59,7.14,5.47,1509
32,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.12,0.25,-1.23,5.17,-5.33,6.73,4.36,1509
33,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.14,0.31,-1.18,5.21,-5.26,6.97,3.43,1509
34,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.12,0.32,-1.20,5.19,-5.25,6.86,4.56,1509
35,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.10,0.31,-1.20,5.09,-5.38,6.92,3.05,1509
36,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.17,0.28,-1.20,5.24,-5.50,7.31,3.75,1509
37,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.69,-0.12,0.28,-1.17,5.58,-5.20,7.02,4.35,1509
38,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.60,-0.17,0.29,-1.21,5.32,-5.34,7.05,3.79,1509
39,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.51,-0.10,0.29,-1.20,5.08,-5.25,6.85,3.91,1509
40,20,1,1,0,0,0,0,0,0,0,0,34.03,26.04,18.51,-0.12,0.29,-1.20,5.50,-5.48,6.99,4.26,1509
