time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
1,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.12,-0.37,-0.92,-0.25,-3.09,-0.58,0.42,0.33,17
2,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.21,-0.35,-0.91,-0.24,-3.39,-0.39,0.41,3.41,17
3,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.21,-0.35,-0.92,-0.25,-2.98,-0.51,0.43,2.50,17
4,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.17,-0.39,-0.90,-0.23,-3.21,-0.37,0.37,2.74,17
5,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.12,-0.35,-0.91,-0.25,-3.45,-0.79,0.91,16.09,17
6,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.12,-0.34,-0.97,-0.26,-2.69,-0.22,0.21,15.64,17
7,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.21,-0.33,-0.92,-0.24,-2.90,-0.36,0.47,7.41,17
8,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.17,-0.34,-0.87,-0.26,-2.91,-0.17,0.56,6.35,17
9,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.31,-0.41,-0.87,-0.25,-3.17,-0.15,0.66,8.56,17
10,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.12,-0.32,-0.90,-0.26,-3.60,-0.41,0.53,9.65,17
11,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.21,-0.37,-0.88,-0.29,-3.19,-0.15,0.48,8.20,17
12,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.12,-0.42,-0.86,-0.26,-3.21,-1.95,0.71,7.38,17
13,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.21,-0.41,-0.91,-0.25,-2.89,-0.38,0.63,8.40,17
14,4,1,0,0,1,0,0,0,0,0,0,32.57,22.66,15.17,-0.34,-0.92,-0.25,-3.09,-0.59,0.43,3.26,17
