time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.35,-0.36,-0.91,-0.23,-3.17,-0.44,0.37,0.34,5335
1,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.37,-0.94,-0.25,-3.04,-0.34,0.49,2.42,5335
2,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.21,-0.29,-0.93,-0.24,-2.99,-0.88,0.56,7.45,5335
3,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.44,-0.93,-0.23,-3.19,0.21,0.73,16.54,5335
4,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.35,-0.40,-0.87,-0.25,-3.38,-0.44,0.22,17.69,5335
5,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.31,-0.36,-0.94,-0.25,-2.49,-0.63,1.91,16.58,5335
6,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.31,-0.39,-0.86,-0.23,-3.65,0.02,0.82,22.17,5335
7,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.31,-0.33,-0.92,-0.25,-2.99,-1.44,0.57,18.02,5335
8,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.35,-0.36,-0.97,-0.23,-3.60,0.25,0.47,15.41,5335
9,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.30,-0.82,-0.25,-3.37,-0.75,0.21,23.58,5335
10,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.31,-0.38,-0.94,-0.23,-2.54,-0.66,0.21,15.25,5335
11,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.21,-0.41,-0.91,-0.22,-3.49,0.15,0.76,18.16,5335
12,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.35,-0.93,-0.25,-3.21,-0.50,0.53,11.73,5335
13,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.37,-0.91,-0.25,-3.17,-0.34,0.62,0.32,5335
14,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.36,-0.91,-0.24,-3.19,-0.43,0.40,2.45,5335
15,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.36,-0.92,-0.26,-3.04,-0.37,0.47,1.88,5335
16,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.36,-0.91,-0.26,-3.12,-0.55,0.40,2.54,5335
17,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.31,-0.37,-0.91,-0.26,-3.09,-0.45,0.48,2.21,5335
18,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.17,-0.42,-0.83,-0.20,-2.97,-0.60,1.84,4.99,5335
19,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.21,-0.32,-0.93,-0.26,-2.70,-0.73,0.21,7.56,5335
20,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.39,-0.92,-0.27,-3.47,-0.21,0.44,7.16,5335
21,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.21,-0.32,-0.95,-0.26,-3.25,-0.60,0.40,10.01,5335
22,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.39,-0.85,-0.27,-3.13,-0.49,0.46,5.31,5335
23,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.17,-0.30,-0.86,-0.25,-3.11,-0.58,0.39,6.91,5335
24,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.38,-0.91,-0.28,-2.87,-0.05,0.34,6.67,5335
25,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.35,-0.37,-0.98,-0.27,-3.10,-0.64,0.54,11.19,5335
26,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.17,-0.32,-0.90,-0.25,-3.26,-0.37,0.48,7.04,5335
27,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.17,-0.39,-0.91,-0.28,-2.91,-0.58,0.46,9.59,5335
28,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.17,-0.36,-0.90,-0.24,-3.16,-0.59,0.49,6.93,5335
29,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.36,-0.93,-0.25,-2.70,-0.70,0.32,6.13,5335
30,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.17,-0.31,-0.95,-0.25,-3.27,-0.71,0.77,6.69,5335
31,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.17,-0.35,-0.94,-0.26,-3.15,-0.42,0.48,10.33,5335
32,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.21,-0.38,-0.90,-0.27,-3.02,-0.60,0.33,6.00,5335
33,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.33,-0.95,-0.26,-2.96,-0.38,0.60,9.84,5335
34,4,1,0,0,1,0,0,0,0,0,0,35.01,21.99,15.26,-0.37,-0.90,-0.27,-3.08,-0.51,0.36,7.08,5335
