time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
1,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.29,-0.43,-0.65,-0.73,-3.18,-0.56,0.65,1.19,2811
2,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.25,-0.43,-0.65,-0.73,-3.08,-0.29,0.61,2.13,2811
3,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.39,-0.43,-0.65,-0.74,-3.14,-0.21,0.34,3.92,2811
4,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.34,-0.43,-0.65,-0.75,-3.34,-0.41,0.42,2.68,2811
5,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.29,-0.48,-0.63,-0.74,-3.31,-0.29,0.99,7.12,2811
6,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.39,-0.36,-0.66,-0.71,-3.02,-1.84,0.45,22.49,2811
7,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.25,-0.41,-0.67,-0.70,-3.27,-0.11,-0.49,18.17,2811
8,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.29,-0.41,-0.64,-0.75,-2.99,-0.73,-1.73,22.42,2811
9,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.34,-0.44,-0.64,-0.70,-3.12,-1.95,0.60,25.70,2811
10,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.29,-0.50,-0.63,-0.71,-3.51,0.23,1.04,19.14,2811
11,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.39,-0.41,-0.66,-0.73,-3.21,-0.40,0.60,16.76,2811
12,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.25,-0.35,-0.66,-0.74,-3.24,-1.05,-0.21,13.61,2811
13,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.25,-0.44,-0.64,-0.72,-2.98,-0.85,-1.87,13.52,2811
14,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.39,-0.46,-0.65,-0.75,-2.92,-0.20,1.05,29.62,2811
15,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.34,-0.43,-0.65,-0.73,-3.05,-0.40,0.41,4.97,2811
16,2,1,1,0,0,0,0,0,0,0,0,33.54,28.06,20.34,-0.43,-0.64,-0.73,-3.18,-0.43,0.47,3.13,2811
