time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.08,-0.37,-0.92,-0.25,-3.11,-0.35,0.35,2.47,70
1,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.08,-0.36,-0.92,-0.25,-3.01,-0.44,0.44,1.04,70
2,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.04,-0.35,-0.94,-0.25,-3.08,-0.34,0.72,10.31,70
3,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.36,-0.94,-0.25,-3.15,-0.16,0.81,5.52,70
4,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.38,-0.90,-0.25,-3.44,1.67,0.73,12.82,70
5,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.35,-0.88,-0.24,-3.13,-0.39,0.52,17.87,70
6,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.18,-0.36,-0.94,-0.26,-2.78,-0.44,0.16,8.10,70
7,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.04,-0.37,-0.93,-0.24,-3.01,-0.41,0.79,10.11,70
8,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.04,-0.34,-0.92,-0.26,-3.18,-0.18,0.70,10.11,70
9,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.04,-0.38,-0.91,-0.24,-3.05,-0.08,0.61,5.25,70
10,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.35,-0.91,-0.24,-3.22,-0.67,0.61,14.98,70
11,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.35,-0.89,-0.25,-3.11,-0.40,0.61,4.06,70
12,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.36,-0.92,-0.27,-3.18,-0.35,0.50,8.17,70
13,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.08,-0.36,-0.92,-0.24,-3.09,-0.39,0.53,3.02,70
14,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.36,-0.91,-0.26,-3.02,-0.34,0.38,0.30,70
15,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.18,-0.35,-0.91,-0.26,-3.20,-0.35,0.65,2.39,70
16,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.18,-0.36,-0.91,-0.25,-3.27,-0.18,0.61,3.29,70
17,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.18,-0.36,-0.92,-0.23,-3.17,-0.38,0.50,2.95,70
18,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.08,-0.37,-0.91,-0.26,-3.44,-0.79,0.56,3.31,70
19,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.04,-0.35,-0.93,-0.27,-2.85,1.91,0.49,13.14,70
20,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.18,-0.35,-0.88,-0.23,-3.47,-0.53,0.16,11.61,70
21,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.40,-0.92,-0.24,-2.87,-0.36,0.69,14.20,70
22,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.22,-0.38,-0.91,-0.26,-3.08,-0.14,0.83,10.63,70
23,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.08,-0.34,-0.94,-0.26,-2.69,0.14,0.86,10.80,70
24,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.18,-0.34,-0.91,-0.27,-3.46,-0.26,0.24,9.98,70
25,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.35,-0.91,-0.23,-3.15,-0.34,0.31,10.93,70
26,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.38,-0.94,-0.27,-2.88,-0.18,0.47,7.89,70
27,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.08,-0.21,-0.99,-0.28,-2.74,0.05,1.76,17.99,70
28,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.08,-0.37,-0.93,-0.27,-3.18,-0.29,0.82,10.42,70
29,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.18,-0.32,-0.91,-0.25,-2.92,0.18,1.12,11.52,70
30,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.08,-0.38,-0.92,-0.25,-3.06,-0.36,0.93,26.13,70
31,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.22,-0.34,-0.90,-0.27,-3.24,-0.28,0.60,7.59,70
32,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.18,-0.37,-0.94,-0.26,-3.25,-0.27,0.77,8.96,70
33,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.34,-0.90,-0.22,-3.23,-0.62,0.50,10.54,70
34,4,1,0,0,1,0,0,0,0,0,0,32.57,26.71,18.13,-0.36,-0.94,-0.24,-3.00,-0.67,0.49,6.22,70
